vendor_guid,outcome_group_vendor_guid,parent_outcome_group_vendor_guid,title,description,calculation_method,calculation_int,mastery_points,0,1
Textiles 5.5.1,"Stage 5- Skills in the selection and proficient and creative use of textile materials, equipment and techniques to produce quality textile items",NSW Textiles Technology Continuum,Textiles 5.5.1,critically selects and creatively manipulates a range of textile materials to produce quality textile items,decaying_average,65,1,Not Yet Achieved,Achieved
Textiles 5.5.2,"Stage 5- Skills in the selection and proficient and creative use of textile materials, equipment and techniques to produce quality textile items",NSW Textiles Technology Continuum,Textiles 5.5.2,selects appropriate techniques and use equipment safely in the production of quality textile projects,decaying_average,65,1,Not Yet Achieved,Achieved
Textiles 5.5.3,"Stage 5- Skills in the selection and proficient and creative use of textile materials, equipment and techniques to produce quality textile items",NSW Textiles Technology Continuum,Textiles 5.5.3,demonstrates competence in the production of textile project to completion,decaying_average,65,1,Not Yet Achieved,Achieved
Textiles 5.6.1,Stage 5- Knowledge and skills to evaluate quality in the design and construction of textile items,NSW Textiles Technology Continuum,Textiles 5.6.1,evaluates textile items to determine quality in their design and construction,decaying_average,65,1,Not Yet Achieved,Achieved
Textiles P1.1,Stage 6- Preliminary Textiles,NSW Textiles Technology Continuum,Textiles P1.1,describes the elements and principles of design and uses them in a variety of applications,decaying_average,65,1,Not Yet Achieved,Achieved
Textiles P1.2,Stage 6- Preliminary Textiles,NSW Textiles Technology Continuum,Textiles P1.2,identifies the functional and aesthetic requirements and features of a range of textile items,decaying_average,65,1,Not Yet Achieved,Achieved
Textiles P2.1,Stage 6- Preliminary Textiles,NSW Textiles Technology Continuum,Textiles P2.1,"demonstrates the use of a variety of communication skills, including computer,based technology",decaying_average,65,1,Not Yet Achieved,Achieved
Textiles P2.2,Stage 6- Preliminary Textiles,NSW Textiles Technology Continuum,Textiles P2.2,develops competence in the selection and use of appropriate manufacturing techniques and equipment,decaying_average,65,1,Not Yet Achieved,Achieved
Textiles P2.3,Stage 6- Preliminary Textiles,NSW Textiles Technology Continuum,Textiles P2.3,manages the design and manufacture of textile projects,decaying_average,65,1,Not Yet Achieved,Achieved
Textiles P3.1,Stage 6- Preliminary Textiles,NSW Textiles Technology Continuum,Textiles P3.1,"identifies properties of a variety of fabrics, yarns and fibres",decaying_average,65,1,Not Yet Achieved,Achieved
Textiles P3.2,Stage 6- Preliminary Textiles,NSW Textiles Technology Continuum,Textiles P3.2,"justifies the selection of fabrics, yarns and fibres for end,uses",decaying_average,65,1,Not Yet Achieved,Achieved
Textiles P4.1,Stage 6- Preliminary Textiles,NSW Textiles Technology Continuum,Textiles P4.1,"identifies and selects textiles for specific end,uses based on analyses of experimentation",decaying_average,65,1,Not Yet Achieved,Achieved
Textiles P5.1,Stage 6- Preliminary Textiles,NSW Textiles Technology Continuum,Textiles P5.1,"exmaines the status of the Australian Textile, Clothing, Footwear and Allied Industried within the global context",decaying_average,65,1,Not Yet Achieved,Achieved
Textiles P5.2,Stage 6- Preliminary Textiles,NSW Textiles Technology Continuum,Textiles P5.2,"investigates the range of career options in design, consumerism, manufacturing and retail sectors of the Australian Textile, Clothing, Footwear and Allied Industries",decaying_average,65,1,Not Yet Achieved,Achieved
Textiles P6.1,Stage 6- Preliminary Textiles,NSW Textiles Technology Continuum,Textiles P6.1,identifies and appreciates the factors that contribute to the quality and value of textiles in society,decaying_average,65,1,Not Yet Achieved,Achieved
Textiles H1.1,Stage 6- HSC Textiles,NSW Textiles Technology Continuum,Textiles H1.1,critically analyses and explains the factors that have contributed to the design and manufacture of the Major Textiles Project,decaying_average,65,1,Not Yet Achieved,Achieved
Textiles H1.2,Stage 6- HSC Textiles,NSW Textiles Technology Continuum,Textiles H1.2,designs a textile item/s that demonstrates an understanding of functional and aesthetic requirements,decaying_average,65,1,Not Yet Achieved,Achieved
Textiles H1.3,Stage 6- HSC Textiles,NSW Textiles Technology Continuum,Textiles H1.3,"identifies the principles of colouration for specific end,uses",decaying_average,65,1,Not Yet Achieved,Achieved
Textiles H2.1,Stage 6- HSC Textiles,NSW Textiles Technology Continuum,Textiles H2.1,"communicates design concepts and manufacturing specifications to both technical and non,technical audiences",decaying_average,65,1,Not Yet Achieved,Achieved
Textiles H2.2,Stage 6- HSC Textiles,NSW Textiles Technology Continuum,Textiles H2.2,demonstrates proficiency in the manufacture of a textile item/s,decaying_average,65,1,Not Yet Achieved,Achieved
Textiles H2.3,Stage 6- HSC Textiles,NSW Textiles Technology Continuum,Textiles H2.3,effectively manages the design and manufacture of a Major Textile Project to completion,decaying_average,65,1,Not Yet Achieved,Achieved
Textiles H3.1,Stage 6- HSC Textiles,NSW Textiles Technology Continuum,Textiles H3.1,"explains the interrelationship between fabric, yarn and fibre properties",decaying_average,65,1,Not Yet Achieved,Achieved
Textiles H3.2,Stage 6- HSC Textiles,NSW Textiles Technology Continuum,Textiles H3.2,develops knowledge and awareness of emerging textile technologies,decaying_average,65,1,Not Yet Achieved,Achieved
Textiles H4.1,Stage 6- HSC Textiles,NSW Textiles Technology Continuum,Textiles H4.1,"justifies the selection of fabric, yarn, fibre and fabric finishing techniques for specific end,uses",decaying_average,65,1,Not Yet Achieved,Achieved
Textiles H4.2,Stage 6- HSC Textiles,NSW Textiles Technology Continuum,Textiles H4.2,"selects and justifies manufacturing techniques, materials and equipment for a specific end,use",decaying_average,65,1,Not Yet Achieved,Achieved
Textiles H5.1,Stage 6- HSC Textiles,NSW Textiles Technology Continuum,Textiles H5.1,investigates and describes aspects of marketing in the textile industry,decaying_average,65,1,Not Yet Achieved,Achieved
Textiles H5.2,Stage 6- HSC Textiles,NSW Textiles Technology Continuum,Textiles H5.2,analyses and discusses the impact of current issues on the Australian textiles industry,decaying_average,65,1,Not Yet Achieved,Achieved
Textiles H6.1,Stage 6- HSC Textiles,NSW Textiles Technology Continuum,Textiles H6.1,"analyses the influence of historical, cultural and contemporary developments on textiles",decaying_average,65,1,Not Yet Achieved,Achieved
Food Technology 4.1.1,"Stage 4- Knowledge, understanding and skills related to food hygiene, safety and the provision of quality food",NSW Food Technology Continuum,Food Technology 4.1.1,demonstrates hygienic handling of food to ensure a safe and appealing product,decaying_average,65,1,Not Yet Achieved,Achieved
Food Technology 4.1.2,"Stage 4- Knowledge, understanding and skills related to food hygiene, safety and the provision of quality food",NSW Food Technology Continuum,Food Technology 4.1.2,describes and manages the risks of injury and WHS issues associated with handling food,decaying_average,65,1,Not Yet Achieved,Achieved
Food Technology 4.2.1,"Stage 4- Knowledge and understanding of food properties, processing and preparation and an appreciation of their interrelationship to produce quality food",NSW Food Technology Continuum,Food Technology 4.2.1,lists the basic components of a variety of foods,decaying_average,65,1,Not Yet Achieved,Achieved
Food Technology 4.2.2,"Stage 4- Knowledge and understanding of food properties, processing and preparation and an appreciation of their interrelationship to produce quality food",NSW Food Technology Continuum,Food Technology 4.2.2,"describes changes which occur during processing, preparation and storage of food",decaying_average,65,1,Not Yet Achieved,Achieved
Food Technology 4.2.3,"Stage 4- Knowledge and understanding of food properties, processing and preparation and an appreciation of their interrelationship to produce quality food",NSW Food Technology Continuum,Food Technology 4.2.3,applies appropriate methods of food preparation,decaying_average,65,1,Not Yet Achieved,Achieved
Food Technology 4.3.1,Stage 4- Knowledge and understanding of nutrition and food consumption and an appreciation of the consequences of food choices on health,NSW Food Technology Continuum,Food Technology 4.3.1,relates thje nutritional value of foods to health,decaying_average,65,1,Not Yet Achieved,Achieved
Food Technology 4.3.2,Stage 4- Knowledge and understanding of nutrition and food consumption and an appreciation of the consequences of food choices on health,NSW Food Technology Continuum,Food Technology 4.3.2,identifies the factors that influence food habits and relates them to food choice,decaying_average,65,1,Not Yet Achieved,Achieved
Food Technology 4.4.1,"Stage 4- Skills in researching, evalutating and communicating issues in relation to food",NSW Food Technology Continuum,Food Technology 4.4.1,"collects, interprets and uses information from a variety of sources",decaying_average,65,1,Not Yet Achieved,Achieved
Food Technology 4.4.2,"Stage 4- Skills in researching, evalutating and communicating issues in relation to food",NSW Food Technology Continuum,Food Technology 4.4.2,communicates ideas and information using a range of media and appropriate terminology,decaying_average,65,1,Not Yet Achieved,Achieved
Food Technology 4.5.1,"Stage 4- Skills in designing, producing and evaluating solutions for specific food purposes",NSW Food Technology Continuum,Food Technology 4.5.1,"uses appropriate techniques and equipment for a variety of food,specific purposes",decaying_average,65,1,Not Yet Achieved,Achieved
Food Technology 4.5.2,"Stage 4- Skills in designing, producing and evaluating solutions for specific food purposes",NSW Food Technology Continuum,Food Technology 4.5.2,"plans, prepares, presents and evaluates practical food activities",decaying_average,65,1,Not Yet Achieved,Achieved
Food Technology 4.6.1,"Stage 4- Knowledge, understanding and appreciation of the significant role of food in society",NSW Food Technology Continuum,Food Technology 4.6.1,outlines the influence of technology and society on food supply,decaying_average,65,1,Not Yet Achieved,Achieved
Food Technology 4.6.2,"Stage 4- Knowledge, understanding and appreciation of the significant role of food in society",NSW Food Technology Continuum,Food Technology 4.6.2,"recognises the impact of food and related activites on the individual, society and the environment",decaying_average,65,1,Not Yet Achieved,Achieved
Food Technology 5.1.1,"Stage 5- Knowledge, understanding and skills related to food hygiene, safety and the provision of quality food",NSW Food Technology Continuum,Food Technology 5.1.1,demonstrates hygienic handling of food to ensure a safe and appealing product,decaying_average,65,1,Not Yet Achieved,Achieved
Food Technology 5.1.2,"Stage 5- Knowledge, understanding and skills related to food hygiene, safety and the provision of quality food",NSW Food Technology Continuum,Food Technology 5.1.2,"identifies, assesses and manages the risks of injury and WHC issues associated with the handling of food",decaying_average,65,1,Not Yet Achieved,Achieved
Food Technology 5.2.1,"Stage 5- Knowledge and understanding of food properties, processing and preparation and an appreciation of their interrelationship to produce quality food",NSW Food Technology Continuum,Food Technology 5.2.1,describes the physical and chemical properties of a variety of foods,decaying_average,65,1,Not Yet Achieved,Achieved
Food Technology 5.2.2,"Stage 5- Knowledge and understanding of food properties, processing and preparation and an appreciation of their interrelationship to produce quality food",NSW Food Technology Continuum,Food Technology 5.2.2,"accounts for changes to the properties of food which occur during food processing, preparation and storage",decaying_average,65,1,Not Yet Achieved,Achieved
Food Technology 5.2.3,"Stage 5- Knowledge and understanding of food properties, processing and preparation and an appreciation of their interrelationship to produce quality food",NSW Food Technology Continuum,Food Technology 5.2.3,"applies appropriate methods of food processing, preparation and storage",decaying_average,65,1,Not Yet Achieved,Achieved
Food Technology 5.3.1,Stage 5- Knowledge and understanding of nutrition and food consumption and an appreciation of the consequences of food choices on health,NSW Food Technology Continuum,Food Technology 5.3.1,"describes the relationships between food consumptioon, the nutritional value of foods and the health of individuals and communities",decaying_average,65,1,Not Yet Achieved,Achieved
Food Technology 5.3.2,Stage 5- Knowledge and understanding of nutrition and food consumption and an appreciation of the consequences of food choices on health,NSW Food Technology Continuum,Food Technology 5.3.2,justifies food choice by analysing the factors that influence eating habits,decaying_average,65,1,Not Yet Achieved,Achieved
Food Technology 5.4.1,"Stage 5- Skills in researching, evalutating and communicating issues in relation to food",NSW Food Technology Continuum,Food Technology 5.4.1,"collects, evaluates and applies information from a variety of sources",decaying_average,65,1,Not Yet Achieved,Achieved
Food Technology 5.4.2,"Stage 5- Skills in researching, evalutating and communicating issues in relation to food",NSW Food Technology Continuum,Food Technology 5.4.2,communicates ideas and information using a range of media and appropriate terminology,decaying_average,65,1,Not Yet Achieved,Achieved
Food Technology 5.5.1,"Stage 5- Skills in designing, producing and evaluating solutions for specific food purposes",NSW Food Technology Continuum,Food Technology 5.5.1,"selects and employs appropriate techniques and equipment for a variety of food,specific purposes",decaying_average,65,1,Not Yet Achieved,Achieved
Food Technology 5.5.2,"Stage 5- Skills in designing, producing and evaluating solutions for specific food purposes",NSW Food Technology Continuum,Food Technology 5.5.2,"plans, prepares, presents and evaluates food solutions for specific purposes",decaying_average,65,1,Not Yet Achieved,Achieved
Food Technology 5.6.1,"Stage 5- Knowledge, understanding and appreciation of the significant role of food in society",NSW Food Technology Continuum,Food Technology 5.6.1,"examines the relationship between food, technology and society",decaying_average,65,1,Not Yet Achieved,Achieved
Food Technology 5.6.2,"Stage 5- Knowledge, understanding and appreciation of the significant role of food in society",NSW Food Technology Continuum,Food Technology 5.6.2,"evaluates the impact of activities related to food on the individual, society and the environment",decaying_average,65,1,Not Yet Achieved,Achieved
Food Technology P1.1,Stage 6- Preliminary Food Technology,NSW Food Technology Continuum,Food Technology P1.1,identifies and discusses a range of historical and contemporary factors which influence the availability of particular foods,decaying_average,65,1,Not Yet Achieved,Achieved
Food Technology P1.2,Stage 6- Preliminary Food Technology,NSW Food Technology Continuum,Food Technology P1.2,"accounts for individual and group food selection patterns in terms of physiological, psychological, social and economic factors",decaying_average,65,1,Not Yet Achieved,Achieved
Food Technology P2.1,Stage 6- Preliminary Food Technology,NSW Food Technology Continuum,Food Technology P2.1,explains the role of food nutrients in human nutrition,decaying_average,65,1,Not Yet Achieved,Achieved
Food Technology P2.2,Stage 6- Preliminary Food Technology,NSW Food Technology Continuum,Food Technology P2.2,identifies and explains the sensory characteristics and functional properties of food,decaying_average,65,1,Not Yet Achieved,Achieved
Food Technology P3.1,Stage 6- Preliminary Food Technology,NSW Food Technology Continuum,Food Technology P3.1,assess the nutrient value of meals/diets for particular individuals and groups,decaying_average,65,1,Not Yet Achieved,Achieved
Food Technology P3.2,Stage 6- Preliminary Food Technology,NSW Food Technology Continuum,Food Technology P3.2,"presents ideas in written, graphic and oral form using computer software where appropriate",decaying_average,65,1,Not Yet Achieved,Achieved
Food Technology P4.1,Stage 6- Preliminary Food Technology,NSW Food Technology Continuum,Food Technology P4.1,"selects appropriate equipment, applies suitable techniques, and utilises safe and hygienic practices when handling food",decaying_average,65,1,Not Yet Achieved,Achieved
Food Technology P4.2,Stage 6- Preliminary Food Technology,NSW Food Technology Continuum,Food Technology P4.2,"plans, prepares and presents foods which reflect a range of the influences on food selection",decaying_average,65,1,Not Yet Achieved,Achieved
Food Technology P4.3,Stage 6- Preliminary Food Technology,NSW Food Technology Continuum,Food Technology P4.3,"selects food, plans prepares meals/diets to achieve optimum nutrition for individuals and groups",decaying_average,65,1,Not Yet Achieved,Achieved
Food Technology P4.4,Stage 6- Preliminary Food Technology,NSW Food Technology Continuum,Food Technology P4.4,applies an understanding of the sensory characteristics and functional properties of food to the preparation of food products,decaying_average,65,1,Not Yet Achieved,Achieved
Food Technology P5.1,Stage 6- Preliminary Food Technology,NSW Food Technology Continuum,Food Technology P5.1,generates ideas and develops solutions to a range of food situations,decaying_average,65,1,Not Yet Achieved,Achieved
Food Technology H1.1,Stage 6- HSC Food Technology,NSW Food Technology Continuum,Food Technology H1.1,explains manufacturing processes and technologies used in the production of food products,decaying_average,65,1,Not Yet Achieved,Achieved
Food Technology H1.2,Stage 6- HSC Food Technology,NSW Food Technology Continuum,Food Technology H1.2,examines the anture and extent of the Australia food industry,decaying_average,65,1,Not Yet Achieved,Achieved
Food Technology H1.3,Stage 6- HSC Food Technology,NSW Food Technology Continuum,Food Technology H1.3,"justifies processes of food product development and manufacture in terms of market, technological and environmental considerations",decaying_average,65,1,Not Yet Achieved,Achieved
Food Technology H1.4,Stage 6- HSC Food Technology,NSW Food Technology Continuum,Food Technology H1.4,"evaluates the impact of the operation of an organisation within the Australian Food Industry on the individual, society and environment",decaying_average,65,1,Not Yet Achieved,Achieved
Food Technology H2.1,Stage 6- HSC Food Technology,NSW Food Technology Continuum,Food Technology H2.1,"evaluates the relationship between food, its production, consumption, promotion and health",decaying_average,65,1,Not Yet Achieved,Achieved
Food Technology H3.1,Stage 6- HSC Food Technology,NSW Food Technology Continuum,Food Technology H3.1,investigates operations of one organisation within the Australian Food Industry,decaying_average,65,1,Not Yet Achieved,Achieved
Food Technology H3.2,Stage 6- HSC Food Technology,NSW Food Technology Continuum,Food Technology H3.2,independently investigates contemporary nutrition issues,decaying_average,65,1,Not Yet Achieved,Achieved
Food Technology H4.1,Stage 6- HSC Food Technology,NSW Food Technology Continuum,Food Technology H4.1,"develops, prepares and presents food using product development processes",decaying_average,65,1,Not Yet Achieved,Achieved
Food Technology H4.2,Stage 6- HSC Food Technology,NSW Food Technology Continuum,Food Technology H4.2,applies principles of food preservation to extend the life of food and maintain saftey,decaying_average,65,1,Not Yet Achieved,Achieved
Food Technology H5.1,Stage 6- HSC Food Technology,NSW Food Technology Continuum,Food Technology H5.1,"develops, realises and evaluates solutions to a range of food situations",decaying_average,65,1,Not Yet Achieved,Achieved
Technology 4.6.1,Stage 4- Understanding and appreciation of and skills in evaluating and reflecting on the success of their own and others design activities,NSW Technology Mandatory Continuum,Technology 4.6.1,applies appropriate evaluation techniques throughout each design project,decaying_average,65,1,Not Yet Achieved,Achieved
Technology 4.6.2,Stage 4- Understanding and appreciation of and skills in evaluating and reflecting on the success of their own and others design activities,NSW Technology Mandatory Continuum,Technology 4.6.2,"idenitifies and explains ethical, social, environmental and sustainability considerations related to design projects",decaying_average,65,1,Not Yet Achieved,Achieved
Technology 4.5.1,Stage 4- Knowledge of and skills in managing quality solutions to sucessful completion,NSW Technology Mandatory Continuum,Technology 4.5.1,applies management processes to successfully complete design projects,decaying_average,65,1,Not Yet Achieved,Achieved
Technology 4.5.2,Stage 4- Knowledge of and skills in managing quality solutions to sucessful completion,NSW Technology Mandatory Continuum,Technology 4.5.2,produces quality solutions that respons to identified needs and opportunities in each design project,decaying_average,65,1,Not Yet Achieved,Achieved
Technology 4.1.1,"Stage 4- Knowledge, understanding and appreciation of and skills in design processes, design theory and the work of designers",NSW Technology Mandatory Continuum,Technology 4.1.1,applies design processes that respond to needs and opportunities in each design project,decaying_average,65,1,Not Yet Achieved,Achieved
Technology 4.1.2,"Stage 4- Knowledge, understanding and appreciation of and skills in design processes, design theory and the work of designers",NSW Technology Mandatory Continuum,Technology 4.1.2,"describes factors influencing design in the areas of study of Built Environments, Products, and Information and Communications",decaying_average,65,1,Not Yet Achieved,Achieved
Technology 4.1.3,"Stage 4- Knowledge, understanding and appreciation of and skills in design processes, design theory and the work of designers",NSW Technology Mandatory Continuum,Technology 4.1.3,identifies the roles of designers and their contribution to the improvement of the quality of life,decaying_average,65,1,Not Yet Achieved,Achieved
Technology 4.2.1,"Stage 4- Knowledge of and skills in researching, experimenting, generating and communicating creative design ideas and solutions",NSW Technology Mandatory Continuum,Technology 4.2.1,generates and communicates creative design ideas and solutions,decaying_average,65,1,Not Yet Achieved,Achieved
Technology 4.2.2,"Stage 4- Knowledge of and skills in researching, experimenting, generating and communicating creative design ideas and solutions",NSW Technology Mandatory Continuum,Technology 4.2.2,"selects, analyses, presents and applies research and experimentation from a variety of sources",decaying_average,65,1,Not Yet Achieved,Achieved
Technology 4.3.1,"Stage 4- Knowledge and understanding of and skills in the responsible selection and safe use of materials, tools and techniques",NSW Technology Mandatory Continuum,Technology 4.3.1,"applies a broad range of contemporary and appropriate tools, materials and techniques with competence in the development of design projects",decaying_average,65,1,Not Yet Achieved,Achieved
Technology 4.3.2,"Stage 4- Knowledge and understanding of and skills in the responsible selection and safe use of materials, tools and techniques",NSW Technology Mandatory Continuum,Technology 4.3.2,"demonstrates responsible and safe use of a range of tools, materials and techniques in each design project",decaying_average,65,1,Not Yet Achieved,Achieved
Technology 4.4.1,"Stage 4- Knowledge, understanding and appreciation of the impact of innovation and emerging technologies on the individual, society and the environment",NSW Technology Mandatory Continuum,Technology 4.4.1,explains the impact of innovation and emerging technologies on societ and the environment,decaying_average,65,1,Not Yet Achieved,Achieved
Industrial Technology 4.1.1,Stage 4- Knowledge of and competence in applying Occupational Health and Safety OHC risk management procedures and practices,NSW Industrial Technology Continuum,Industrial Technology 4.1.1,"identifies and applies fundamental OHS principles when working with materials, tools and machines",decaying_average,65,1,Not Yet Achieved,Achieved
Industrial Technology 4.2.1,"Stage 4- Knowledge, skills and an appreciation of quality in the design and production of practical projects",NSW Industrial Technology Continuum,Industrial Technology 4.2.1,applies a design process in the modification of projects,decaying_average,65,1,Not Yet Achieved,Achieved
Industrial Technology 4.2.2,"Stage 4- Knowledge, skills and an appreciation of quality in the design and production of practical projects",NSW Industrial Technology Continuum,Industrial Technology 4.2.2,identifies and uses a range of hand and machine tools in different technological environments,decaying_average,65,1,Not Yet Achieved,Achieved
Industrial Technology 4.2.3,"Stage 4- Knowledge, skills and an appreciation of quality in the design and production of practical projects",NSW Industrial Technology Continuum,Industrial Technology 4.2.3,makes quality projects to completion within set limitations,decaying_average,65,1,Not Yet Achieved,Achieved
Industrial Technology 4.3.1,Stage 4- Knowledge and understanding of the relationship between the properties of materials and their applications,NSW Industrial Technology Continuum,Industrial Technology 4.3.1,uses a range of relevant materials for specific purposes,decaying_average,65,1,Not Yet Achieved,Achieved
Industrial Technology 4.3.2,Stage 4- Knowledge and understanding of the relationship between the properties of materials and their applications,NSW Industrial Technology Continuum,Industrial Technology 4.3.2,recognises the use of appropriate materials for specific applications,decaying_average,65,1,Not Yet Achieved,Achieved
Industrial Technology 4.4.1,"Stage 4- Skills in communicating ideas, processes and technical information with a range of audiences",NSW Industrial Technology Continuum,Industrial Technology 4.4.1,"selects and uses elementary communication techniques when designing, making and evaluating projects and ideas",decaying_average,65,1,Not Yet Achieved,Achieved
Industrial Technology 4.4.2,"Stage 4- Skills in communicating ideas, processes and technical information with a range of audiences",NSW Industrial Technology Continuum,Industrial Technology 4.4.2,works cooperatively in the learning environment,decaying_average,65,1,Not Yet Achieved,Achieved
Industrial Technology 4.5.1,"Stage 4- An appreciation of the relationship between technology, leisure and lifestyle activites and further learning",NSW Industrial Technology Continuum,Industrial Technology 4.5.1,"applies learnt skills, process and materials to a variety of contexts and projects",decaying_average,65,1,Not Yet Achieved,Achieved
Industrial Technology 4.6.1,Stage 4- The ability to critically evaluate manufactured products in order to become a discriminating consumer,NSW Industrial Technology Continuum,Industrial Technology 4.6.1,evaluates products in terms of functional use and aesthetics,decaying_average,65,1,Not Yet Achieved,Achieved
Industrial Technology 4.7.1,"Stage 4 - Knowledge and understanding of the role of traditional, current, new and emerging technologies in industry and their impact on society and the environment",NSW Industrial Technology Continuum,Industrial Technology 4.7.1,identifies a range of technologies,decaying_average,65,1,Not Yet Achieved,Achieved
Industrial Technology 4.7.2,"Stage 4 - Knowledge and understanding of the role of traditional, current, new and emerging technologies in industry and their impact on society and the environment",NSW Industrial Technology Continuum,Industrial Technology 4.7.2,recognises the impact of technology on society and the environment,decaying_average,65,1,Not Yet Achieved,Achieved
Industrial Technology 4.7.3,"Stage 4 - Knowledge and understanding of the role of traditional, current, new and emerging technologies in industry and their impact on society and the environment",NSW Industrial Technology Continuum,Industrial Technology 4.7.3,describes cultural and global issues in relation to the use of technology,decaying_average,65,1,Not Yet Achieved,Achieved
Industrial Technology 5.1.1,Stage 5- Knowledge of and competence in applying Occupational Health and Safety OHC risk management procedures and practices,NSW Industrial Technology Continuum,Industrial Technology 5.1.1,"identifies, assesses and manages the risks and OHS issues associated with the use of a range of materials, hand tools, machine tools and processes",decaying_average,65,1,Not Yet Achieved,Achieved
Industrial Technology 5.1.2,Stage 5- Knowledge of and competence in applying Occupational Health and Safety OHC risk management procedures and practices,NSW Industrial Technology Continuum,Industrial Technology 5.1.2,"applies OHS practices to hand tools, machine tools, equipment and processes",decaying_average,65,1,Not Yet Achieved,Achieved
Industrial Technology 5.2.1,"Stage 5- Knowledge, skills and an appreciation of quality in the design and production of practical projects",NSW Industrial Technology Continuum,Industrial Technology 5.2.1,"applies design principles in the modification, development and production of projects",decaying_average,65,1,Not Yet Achieved,Achieved
Industrial Technology 5.2.2,"Stage 5- Knowledge, skills and an appreciation of quality in the design and production of practical projects",NSW Industrial Technology Continuum,Industrial Technology 5.2.2,"identifies, selects and competently uses a range of hand and machine tools, equipment and processes to produce quality practical projects",decaying_average,65,1,Not Yet Achieved,Achieved
Industrial Technology 5.3.1,Stage 5- Knowledge and understanding of the relationship between the properties of materials and their applications,NSW Industrial Technology Continuum,Industrial Technology 5.3.1,justifies the use of a range of relevant and associated materials,decaying_average,65,1,Not Yet Achieved,Achieved
Industrial Technology 5.3.2,Stage 5- Knowledge and understanding of the relationship between the properties of materials and their applications,NSW Industrial Technology Continuum,Industrial Technology 5.3.2,selects and uses appropriate materials for specific applications,decaying_average,65,1,Not Yet Achieved,Achieved
Industrial Technology 5.4.1,"Stage 5- Skills in communicating ideas, processes and technical information with a range of audiences",NSW Industrial Technology Continuum,Industrial Technology 5.4.1,"selects, applies and interprets a range of suitable communication techniques in the development, planning, production and presentation of ideas and projects",decaying_average,65,1,Not Yet Achieved,Achieved
Industrial Technology 5.4.2,"Stage 5- Skills in communicating ideas, processes and technical information with a range of audiences",NSW Industrial Technology Continuum,Industrial Technology 5.4.2,works cooperatively with others in the achievement of common goals,decaying_average,65,1,Not Yet Achieved,Achieved
Industrial Technology 5.5.1,"Stage 5- An appreciation of the relationship between technology, leisure and lifestyle activites and further learning",NSW Industrial Technology Continuum,Industrial Technology 5.5.1,applies and transfers acquired knowledge and skills to subsequent learning experiences in a variety of contexts and projects,decaying_average,65,1,Not Yet Achieved,Achieved
Industrial Technology 5.6.1,Stage 5- The ability to critically evaluate manufactured products in order to become a discriminating consumer,NSW Industrial Technology Continuum,Industrial Technology 5.6.1,"evaluates products in terms of functional economic, aesthetic and environmental qualities and quality of construction",decaying_average,65,1,Not Yet Achieved,Achieved
Industrial Technology 5.7.1,"Stage 5 - Knowledge and understanding of the role of traditional, current, new and emerging technologies in industry and their impact on society and the environment",NSW Industrial Technology Continuum,Industrial Technology 5.7.1,"describes, analyses and uses a range of current, new and emerging technologies and their various applications",decaying_average,65,1,Not Yet Achieved,Achieved
Industrial Technology 5.7.2,"Stage 5 - Knowledge and understanding of the role of traditional, current, new and emerging technologies in industry and their impact on society and the environment",NSW Industrial Technology Continuum,Industrial Technology 5.7.2,"describes, analyses and evaluates the impact of technology on society, the environoment and cultural issues locally and globally",decaying_average,65,1,Not Yet Achieved,Achieved
Industrial Technology P1.1,Stage 6- Preliminary Industrial Technology,NSW Industrial Technology Continuum,Industrial Technology P1.1,describes the organisation and management of an individual business within the focus area industry,decaying_average,65,1,Not Yet Achieved,Achieved
Industrial Technology P1.2,Stage 6- Preliminary Industrial Technology,NSW Industrial Technology Continuum,Industrial Technology P1.2,"identifies appropriate equipment, production and manufacturing techniques, including new and developing technologies",decaying_average,65,1,Not Yet Achieved,Achieved
Industrial Technology P2.1,Stage 6- Preliminary Industrial Technology,NSW Industrial Technology Continuum,Industrial Technology P2.1,describes and uses safe working practices and correct workshop equipment maintenance techniques,decaying_average,65,1,Not Yet Achieved,Achieved
Industrial Technology P2.2,Stage 6- Preliminary Industrial Technology,NSW Industrial Technology Continuum,Industrial Technology P2.2,works effectively in team situations,decaying_average,65,1,Not Yet Achieved,Achieved
Industrial Technology P3.1,Stage 6- Preliminary Industrial Technology,NSW Industrial Technology Continuum,Industrial Technology P3.1,"sketches, produces and interprets drawsing in the production of projects",decaying_average,65,1,Not Yet Achieved,Achieved
Industrial Technology P3.2,Stage 6- Preliminary Industrial Technology,NSW Industrial Technology Continuum,Industrial Technology P3.2,"applies research and problem,solving skills",decaying_average,65,1,Not Yet Achieved,Achieved
Industrial Technology P3.3,Stage 6- Preliminary Industrial Technology,NSW Industrial Technology Continuum,Industrial Technology P3.3,demonstrates appropriate design principles in the production of projects,decaying_average,65,1,Not Yet Achieved,Achieved
Industrial Technology P4.1,Stage 6- Preliminary Industrial Technology,NSW Industrial Technology Continuum,Industrial Technology P4.1,demonstrates a range of practical skills in the production of projects,decaying_average,65,1,Not Yet Achieved,Achieved
Industrial Technology P4.2,Stage 6- Preliminary Industrial Technology,NSW Industrial Technology Continuum,Industrial Technology P4.2,"demonstrates competency in using relevant equipment, machinery and processes",decaying_average,65,1,Not Yet Achieved,Achieved
